pickup_date,year,mo,da,day,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,NUM_TRIPS
2015-08-14,2015,08,14,5,70.4,63.5,1020.3,8.6,4.8,8.9,999.9,81.0,62.1,0.0,999.9,0,377925
2015-08-15,2015,08,15,6,71.8,67.0,1020.0,8.2,6.7,11.1,999.9,81.0,62.1,0.0,999.9,1,370379
2015-08-16,2015,08,16,7,74.3,68.8,1019.1,9.5,8.5,12.0,999.9,82.0,70.0,0.0,999.9,0,335299
2015-08-17,2015,08,17,1,74.1,70.4,1018.5,7.6,8.0,12.0,999.9,82.9,70.0,0.0,999.9,0,338247
2015-08-18,2015,08,18,2,74.5,71.0,1017.7,8.8,8.8,12.0,999.9,82.9,70.0,0.0,999.9,1,370681
2015-08-19,2015,08,19,3,73.9,70.1,1018.9,6.3,5.4,8.9,999.9,81.0,69.1,0.0,999.9,1,380357
2015-08-20,2015,08,20,4,73.4,69.4,1018.9,6.4,9.7,15.0,19.0,82.0,68.0,0.0,999.9,1,388317
2015-08-21,2015,08,21,5,73.6,70.2,1017.0,7.1,9.7,13.0,999.9,82.0,68.0,0.0,999.9,1,381052
2015-08-22,2015,08,22,6,73.9,71.1,1017.2,4.8,6.0,8.9,999.9,82.0,70.0,0.0,999.9,1,357435
2015-08-23,2015,08,23,7,73.4,69.9,1015.3,4.7,7.6,13.0,999.9,82.0,69.1,0.0,999.9,1,316240
2015-08-24,2015,08,24,1,71.7,69.2,1013.1,3.8,5.4,8.9,999.9,81.0,68.0,0.0,999.9,1,317591
2015-08-25,2015,08,25,2,72.8,68.7,1012.4,9.7,7.4,12.0,999.9,81.0,66.9,0.01,999.9,0,346943
2015-08-26,2015,08,26,3,73.8,68.1,1012.5,9.2,7.4,14.0,999.9,81.0,68.0,0.3,999.9,0,356497
2015-08-27,2015,08,27,4,72.3,60.6,1014.9,10.0,8.5,13.0,999.9,81.0,62.1,0.0,999.9,0,368367
2015-08-28,2015,08,28,5,71.4,59.5,1019.4,10.0,6.6,9.9,999.9,80.1,62.1,0.0,999.9,0,367124
2015-08-29,2015,08,29,6,70.3,62.5,1021.8,10.0,7.0,11.1,999.9,80.1,62.1,0.0,999.9,0,359028
2015-08-30,2015,08,30,7,72.6,66.8,1018.9,10.0,8.5,14.0,999.9,80.1,63.0,0.0,999.9,0,332559
2015-08-31,2015,08,31,1,74.8,69.6,1015.3,9.0,11.2,17.1,22.0,82.0,66.9,0.0,999.9,0,322442
2015-09-01,2015,09,01,2,74.6,64.7,1015.8,9.4,8.3,13.0,999.9,82.0,64.9,0.0,999.9,0,352785
2015-09-02,2015,09,02,3,66.0,62.6,1017.1,9.7,5.3,999.9,999.9,81.0,61.0,0.0,999.9,1,368359
2015-09-03,2015,09,03,4,74.5,70.0,1011.5,7.5,6.0,999.9,999.9,81.0,69.1,0.0,999.9,0,378290
2015-09-04,2015,09,04,5,70.6,65.2,1019.1,6.8,12.0,21.0,26.0,75.0,64.0,0.0,999.9,1,362215
2015-09-05,2015,09,05,6,66.8,55.9,1024.6,10.0,9.3,17.1,18.1,73.0,54.0,0.0,999.9,0,331641
2015-09-06,2015,09,06,7,66.6,55.9,1023.5,10.0,4.7,8.0,999.9,72.0,50.0,0.0,999.9,0,300961
2015-09-07,2015,09,07,1,73.0,66.9,1019.0,10.0,11.9,15.9,22.0,79.0,64.0,0.0,999.9,0,284320
2015-09-08,2015,09,08,2,76.4,69.6,1015.8,9.1,13.5,17.1,22.9,81.0,70.0,0.0,999.9,0,374896
2015-09-09,2015,09,09,3,75.8,71.0,1013.9,7.6,10.3,12.0,18.1,81.0,71.6,0.0,999.9,1,396662
2015-09-10,2015,09,10,4,73.8,71.2,1011.3,5.6,5.6,9.9,999.9,77.0,71.6,99.99,999.9,1,401271
2015-09-11,2015,09,11,5,68.6,65.6,1005.8,9.5,12.6,21.0,24.1,72.0,64.0,99.99,999.9,0,411777
2015-09-12,2015,09,12,6,67.7,59.2,1011.0,9.9,8.8,17.1,22.9,73.0,61.0,0.0,999.9,0,433864
2015-09-13,2015,09,13,7,68.2,65.0,1008.0,8.8,8.4,11.1,15.9,73.0,63.0,99.99,999.9,0,382996
2015-09-14,2015,09,14,1,67.6,57.8,1013.1,10.0,14.5,24.1,31.1,70.0,63.0,0.0,999.9,0,345874
2015-09-15,2015,09,15,2,70.8,58.4,1022.7,10.0,10.1,13.0,18.1,79.0,64.0,0.0,999.9,0,377652
2015-09-16,2015,09,16,3,72.8,61.9,1024.8,10.0,6.2,13.0,999.9,81.0,64.0,0.0,999.9,0,400429
2015-09-17,2015,09,17,4,69.3,65.6,1020.7,7.8,5.9,8.9,999.9,75.9,48.9,0.0,999.9,1,410912
2015-09-18,2015,09,18,5,70.1,66.5,1017.8,7.9,6.4,9.9,999.9,77.0,48.9,0.0,999.9,1,428139
2015-09-19,2015,09,19,6,70.4,66.2,1015.3,6.6,5.2,12.0,999.9,77.0,63.0,0.01,999.9,1,442543
2015-09-20,2015,09,20,7,70.7,65.3,1014.1,7.5,8.9,20.0,27.0,80.1,64.0,0.0,999.9,1,393050
2015-09-21,2015,09,21,1,63.9,52.9,1020.3,10.0,17.3,21.0,28.9,80.1,61.0,0.0,999.9,0,359066
2015-09-22,2015,09,22,2,63.5,55.8,1024.6,10.0,10.4,15.0,17.1,70.0,60.1,0.0,999.9,0,367802
2015-09-23,2015,09,23,3,62.4,55.2,1023.3,10.0,9.8,15.0,20.0,70.0,55.0,0.0,999.9,0,358590
2015-09-24,2015,09,24,4,61.5,54.2,1024.2,10.0,9.2,20.0,999.9,73.0,50.0,0.0,999.9,0,324746
2015-09-25,2015,09,25,5,61.2,50.2,1027.9,10.0,10.3,18.1,22.0,73.0,50.0,0.0,999.9,0,365190
2015-09-26,2015,09,26,6,59.4,47.2,1030.1,10.0,11.4,20.0,26.0,70.0,52.0,0.0,999.9,0,427332
2015-09-27,2015,09,27,7,59.4,50.9,1031.1,10.0,7.0,12.0,15.9,70.0,48.0,0.0,999.9,0,378594
2015-09-28,2015,09,28,1,66.8,62.0,1025.3,9.7,6.7,11.1,999.9,75.9,48.0,0.0,999.9,0,323275
2015-09-29,2015,09,29,2,69.3,65.6,1020.1,8.5,7.8,12.0,999.9,75.9,61.0,0.0,999.9,0,360478
2015-09-30,2015,09,30,3,70.5,68.3,1012.7,4.1,15.5,26.0,33.0,75.0,63.0,0.34,999.9,0,381354
2015-10-01,2015,10,01,4,59.7,55.3,1015.2,8.1,21.4,28.0,36.9,73.9,57.0,1.26,999.9,0,394043
2015-10-02,2015,10,02,5,56.0,53.3,1020.6,4.1,22.5,27.0,38.1,57.2,55.0,1.07,999.9,0,414289
2015-10-03,2015,10,03,6,55.5,50.4,1026.0,7.9,22.1,27.0,38.1,57.9,53.6,1.01,999.9,0,412691
2015-10-04,2015,10,04,7,56.2,46.7,1026.5,10.0,19.2,22.9,33.0,60.1,53.1,0.04,999.9,0,365206
2015-10-05,2015,10,05,1,58.6,52.1,1020.4,10.0,17.1,20.0,28.9,64.0,53.1,0.0,999.9,0,344810
2015-10-06,2015,10,06,2,59.4,51.7,1015.3,10.0,10.5,15.0,22.9,64.4,51.1,0.0,999.9,0,374278
2015-10-07,2015,10,07,3,57.0,50.5,1014.1,10.0,5.4,9.9,999.9,66.0,48.9,0.0,999.9,0,390959
2015-10-08,2015,10,08,4,59.8,51.9,1018.1,10.0,8.2,15.9,20.0,66.0,51.1,0.0,999.9,0,407578
2015-10-09,2015,10,09,5,58.9,52.7,1016.3,9.8,10.9,17.1,22.0,68.0,48.0,0.0,999.9,0,402648
2015-10-10,2015,10,10,6,59.2,49.2,1016.0,9.0,13.1,22.9,32.1,68.0,46.0,0.56,999.9,0,432672
2015-10-11,2015,10,11,7,56.0,46.7,1015.6,10.0,8.1,14.0,999.9,64.0,44.1,0.0,999.9,0,378262
2015-10-12,2015,10,12,1,60.2,55.1,1011.2,9.7,7.6,11.1,999.9,68.0,46.0,0.0,999.9,0,328405
2015-10-13,2015,10,13,2,64.4,61.2,1003.5,6.5,8.3,12.0,999.9,73.9,50.0,0.18,999.9,1,379473
2015-10-14,2015,10,14,3,63.8,57.7,1004.5,9.0,11.2,17.1,999.9,73.9,60.1,0.03,999.9,0,392801
2015-10-15,2015,10,15,4,57.1,42.0,1012.2,10.0,10.4,14.0,999.9,68.0,52.0,0.0,999.9,0,407496
2015-10-16,2015,10,16,5,60.1,47.3,1013.5,9.8,11.7,15.9,32.1,66.0,52.0,0.0,999.9,0,430414
2015-10-17,2015,10,17,6,52.7,39.6,1015.4,10.0,8.2,18.1,22.9,66.0,41.0,0.07,999.9,0,459236
2015-10-18,2015,10,18,7,46.1,28.0,1020.6,10.0,13.7,19.0,25.1,60.1,41.0,0.0,999.9,0,400212
2015-10-19,2015,10,19,1,42.8,24.8,1027.3,10.0,12.6,19.0,25.1,48.0,39.9,0.0,999.9,0,366862
2015-10-20,2015,10,20,2,58.2,45.6,1022.8,9.7,21.3,26.0,34.0,66.0,39.9,0.0,999.9,0,377804
2015-10-21,2015,10,21,3,62.7,52.4,1024.6,9.9,8.7,15.0,999.9,70.0,52.0,0.0,999.9,0,389756
2015-10-22,2015,10,22,4,60.5,55.7,1022.9,8.8,9.7,18.1,24.1,70.0,52.0,0.0,999.9,1,410692
2015-10-23,2015,10,23,5,56.2,43.0,1019.2,10.0,15.4,21.0,31.1,66.9,48.9,0.01,999.9,0,428675
2015-10-24,2015,10,24,6,51.5,38.3,1027.1,10.0,9.4,17.1,26.0,63.0,48.0,0.0,999.9,0,436244
2015-10-25,2015,10,25,7,57.0,51.7,1020.6,9.7,6.9,13.0,999.9,62.1,48.9,0.0,999.9,0,390337
2015-10-26,2015,10,26,1,52.3,39.8,1026.0,10.0,12.9,22.9,29.9,62.1,41.0,0.0,999.9,0,356914
2015-10-27,2015,10,27,2,46.7,36.2,1034.1,10.0,5.9,8.9,999.9,57.0,36.0,0.0,999.9,0,381755
2015-10-28,2015,10,28,3,53.8,46.9,1030.4,9.3,13.2,22.9,31.1,61.0,36.0,0.0,999.9,0,386939
2015-10-29,2015,10,29,4,63.2,60.9,1005.5,3.5,17.6,24.1,35.9,66.0,46.9,0.54,999.9,1,403670
2015-10-30,2015,10,30,5,57.4,41.6,1008.2,10.0,11.1,17.1,25.1,66.0,51.1,0.4,999.9,0,428785
2015-10-31,2015,10,31,6,48.9,37.4,1020.4,10.0,5.7,11.1,17.1,61.0,35.1,0.0,999.9,0,441582
2015-11-01,2015,11,01,7,57.0,49.8,1016.1,9.9,8.7,15.9,999.9,62.1,52.0,0.0,999.9,0,390105
2015-11-02,2015,11,02,1,58.3,49.4,1016.1,9.5,7.8,13.0,18.1,64.9,50.0,0.0,999.9,0,348560
2015-11-03,2015,11,03,2,54.4,50.7,1020.7,8.2,6.4,14.0,999.9,64.9,43.0,0.0,999.9,1,364999
2015-11-04,2015,11,04,3,57.0,49.3,1026.2,9.7,7.4,11.1,999.9,64.0,43.0,0.0,999.9,0,384089
2015-11-05,2015,11,05,4,58.9,55.9,1025.8,9.1,7.6,11.1,999.9,66.9,48.9,0.0,999.9,1,402181
2015-11-06,2015,11,06,5,62.3,60.4,1020.6,4.3,11.3,24.1,34.0,66.9,52.0,0.14,999.9,1,419288
2015-11-07,2015,11,07,6,61.4,54.7,1013.4,6.9,10.9,21.0,26.0,64.9,57.0,0.0,999.9,0,443933
2015-11-08,2015,11,08,7,53.2,35.5,1021.8,10.0,11.0,22.0,28.9,64.9,46.9,0.0,999.9,0,392409
2015-11-09,2015,11,09,1,51.4,37.7,1029.7,10.0,7.9,13.0,999.9,60.1,43.0,0.0,999.9,0,352729
2015-11-10,2015,11,10,2,55.8,50.8,1023.4,9.3,7.9,15.9,22.9,61.0,43.0,0.0,999.9,0,378051
2015-11-11,2015,11,11,3,56.1,53.7,1005.8,4.0,20.5,28.9,38.1,61.0,50.0,0.72,999.9,0,372002
2015-11-12,2015,11,12,4,52.5,49.0,1011.3,7.3,11.5,24.1,29.9,59.0,51.1,0.17,999.9,0,406649
2015-11-13,2015,11,13,5,58.3,47.5,1000.3,9.8,16.9,25.1,34.0,61.0,51.1,0.07,999.9,0,427717
2015-11-14,2015,11,14,6,49.0,29.0,1009.4,10.0,18.7,24.1,35.9,61.0,43.0,0.0,999.9,0,446987
2015-11-15,2015,11,15,7,47.6,32.3,1020.3,10.0,14.3,22.9,27.0,55.9,41.0,0.0,999.9,0,381213
2015-11-16,2015,11,16,1,54.0,41.2,1020.4,10.0,8.3,11.1,999.9,60.1,41.0,0.0,999.9,0,347615
2015-11-17,2015,11,17,2,45.3,31.2,1030.8,10.0,11.9,18.1,24.1,60.1,37.9,0.0,999.9,0,384488
2015-11-18,2015,11,18,3,42.9,33.8,1034.9,10.0,3.2,8.9,999.9,51.1,30.9,0.0,999.9,0,391321
2015-11-19,2015,11,19,4,50.4,43.6,1028.9,10.0,11.8,18.1,999.9,57.0,30.9,0.0,999.9,0,394591
2015-11-20,2015,11,20,5,57.0,52.8,1017.7,7.2,13.6,19.0,25.1,61.0,46.9,0.08,999.9,0,422421
2015-11-21,2015,11,21,6,48.8,34.7,1021.5,10.0,14.3,20.0,28.9,61.0,39.9,0.78,999.9,0,439304
2015-11-22,2015,11,22,7,50.1,45.5,1015.0,8.1,6.6,17.1,22.9,57.2,39.0,0.0,999.9,0,376593
2015-11-23,2015,11,23,1,45.2,35.2,1010.0,8.5,17.4,25.1,34.0,57.0,39.9,1.68,999.9,0,366012
2015-11-24,2015,11,24,2,37.5,17.0,1024.6,10.0,11.7,20.0,25.1,48.0,30.9,0.25,999.9,0,377950
2015-11-25,2015,11,25,3,39.6,26.8,1038.6,10.0,4.3,8.0,999.9,50.0,28.9,0.0,999.9,0,358723
2015-11-26,2015,11,26,4,50.1,41.2,1044.2,10.0,10.8,14.0,999.9,57.0,28.9,0.0,999.9,0,242393
2015-11-27,2015,11,27,5,52.6,48.4,1034.2,9.8,7.5,11.1,999.9,59.0,45.0,0.0,999.9,0,275078
2015-11-28,2015,11,28,6,54.5,50.4,1021.1,9.1,9.4,14.0,999.9,62.1,45.0,0.0,999.9,0,344527
2015-11-29,2015,11,29,7,46.1,38.8,1022.1,9.6,9.4,15.0,999.9,62.1,39.9,0.0,999.9,0,333746
2015-11-30,2015,11,30,1,40.5,26.7,1029.5,10.0,11.3,17.1,25.1,48.9,30.9,0.0,999.9,0,347002
2015-12-01,2015,12,01,2,40.1,32.7,1027.0,9.3,7.9,14.0,20.0,50.0,30.0,0.0,999.9,0,374390
2015-12-02,2015,12,02,3,53.6,51.9,1012.2,2.3,9.1,18.1,26.0,57.0,48.9,0.65,999.9,1,379756
2015-12-03,2015,12,03,4,53.5,47.1,1005.8,6.4,13.0,24.1,32.1,57.0,46.9,0.11,999.9,1,414005
2015-12-04,2015,12,04,5,45.6,32.0,1024.3,10.0,10.9,19.0,24.1,57.0,42.1,0.03,999.9,0,431007
2015-12-05,2015,12,05,6,45.6,34.0,1035.5,10.0,6.1,11.1,999.9,52.0,35.1,0.0,999.9,0,451092
2015-12-06,2015,12,06,7,45.4,40.9,1032.5,8.5,6.2,13.0,999.9,55.0,34.0,0.0,999.9,1,398882
2015-12-07,2015,12,07,1,50.8,45.5,1020.7,8.0,9.2,14.0,999.9,55.9,34.0,0.0,999.9,0,371715
2015-12-08,2015,12,08,2,47.4,42.3,1016.7,7.8,11.3,18.1,25.1,55.9,44.1,0.0,999.9,0,382226
2015-12-09,2015,12,09,3,43.7,32.9,1021.0,10.0,8.7,17.1,999.9,50.0,34.0,0.3,999.9,0,391440
2015-12-10,2015,12,10,4,51.1,46.4,1017.5,9.0,9.3,15.0,18.1,57.0,34.0,0.02,999.9,0,406176
2015-12-11,2015,12,11,5,52.2,50.0,1014.0,6.1,5.8,11.1,999.9,57.9,46.0,0.0,999.9,1,427829
2015-12-12,2015,12,12,6,55.0,46.1,1017.8,8.1,9.8,14.0,24.1,62.1,45.0,0.0,999.9,0,439266
2015-12-13,2015,12,13,7,53.6,46.9,1021.0,8.1,7.5,13.0,999.9,62.1,45.0,0.0,999.9,0,377073
2015-12-14,2015,12,14,1,52.6,48.2,1016.4,6.7,7.9,12.0,999.9,57.0,50.0,0.0,999.9,1,370299
2015-12-15,2015,12,15,2,58.0,51.5,998.4,5.9,15.0,22.0,29.9,61.0,50.0,0.69,999.9,1,396958
2015-12-16,2015,12,16,3,46.5,35.5,1015.3,10.0,12.3,17.1,22.9,61.0,43.0,0.35,999.9,0,417643
2015-12-17,2015,12,17,4,48.9,43.7,1019.4,8.8,9.7,18.1,999.9,57.0,42.1,0.0,999.9,0,418508
2015-12-18,2015,12,18,5,54.2,52.4,1002.9,2.4,11.3,20.0,24.1,60.1,42.1,0.64,999.9,1,458701
2015-12-19,2015,12,19,6,42.1,24.9,1014.0,10.0,16.7,22.9,32.1,55.9,39.0,0.14,999.9,0,460986
2015-12-20,2015,12,20,7,38.5,19.5,1028.4,10.0,14.0,22.0,32.1,44.1,34.0,0.0,999.9,0,385155
2015-12-21,2015,12,21,1,49.5,40.8,1025.2,9.4,14.3,20.0,28.0,55.9,34.0,0.0,999.9,0,347282
2015-12-22,2015,12,22,2,54.8,52.1,1018.3,4.4,11.3,17.1,22.0,57.9,45.0,0.0,999.9,1,355205
2015-12-23,2015,12,23,3,53.5,51.2,1022.8,3.9,8.3,15.9,20.0,60.1,46.0,0.13,999.9,1,339355
2015-12-24,2015,12,24,4,57.7,55.8,1017.5,2.1,15.6,20.0,28.0,61.0,46.0,0.81,999.9,1,297167
2015-12-25,2015,12,25,5,56.1,52.9,1021.2,4.0,4.4,13.0,999.9,66.0,50.0,0.37,999.9,1,188254
2015-12-26,2015,12,26,6,51.4,42.3,1032.0,8.9,11.3,20.0,27.0,66.0,46.0,0.07,999.9,0,238646
2015-12-27,2015,12,27,7,52.9,49.0,1013.0,4.5,13.1,19.0,24.1,57.0,46.0,0.03,999.9,1,268841
2015-12-28,2015,12,28,1,40.9,30.0,1030.6,9.3,18.5,22.9,33.0,57.0,33.1,0.1,999.9,0,301398
2015-12-29,2015,12,29,2,42.8,35.9,1020.0,6.1,15.6,24.1,33.0,57.0,33.1,0.13,999.9,1,311730
2015-12-30,2015,12,30,3,44.8,40.6,1026.3,9.4,8.8,18.1,25.1,57.0,36.0,0.58,999.9,0,319649
2015-12-31,2015,12,31,4,46.5,41.8,9999.9,9.5,11.0,15.0,999.9,48.0,45.0,0.0,999.9,0,339939
2016-01-01,2016,01,01,5,41.2,28.0,1015.1,9.8,10.2,17.1,24.1,44.1,37.4,0.43,999.9,0,345037
2016-01-02,2016,01,02,6,37.7,22.9,1014.3,10.0,12.5,19.0,25.1,44.1,34.0,0.03,999.9,0,312831
2016-01-03,2016,01,03,7,44.4,29.4,1010.4,10.0,15.5,22.9,33.0,52.0,34.0,0.0,999.9,0,302878
2016-01-04,2016,01,04,1,38.2,27.4,1011.5,10.0,13.5,24.1,31.1,52.0,34.0,0.0,999.9,0,316171
2016-01-05,2016,01,05,2,27.7,18.1,1028.5,7.9,20.3,28.9,39.0,43.0,24.1,0.0,999.9,0,343251
2016-01-06,2016,01,06,3,33.5,19.3,1033.1,10.0,8.3,17.1,999.9,45.0,21.0,0.0,999.9,0,348516
2016-01-07,2016,01,07,4,40.5,29.9,1026.9,10.0,6.8,13.0,999.9,46.9,24.1,0.0,999.9,0,364894
2016-01-08,2016,01,08,5,41.3,33.1,1022.3,9.9,11.8,20.0,28.0,48.0,30.9,0.0,999.9,0,392070
2016-01-09,2016,01,09,6,45.9,38.6,1022.7,10.0,9.3,15.9,21.0,50.0,30.9,0.0,999.9,0,405825
2016-01-10,2016,01,10,7,51.3,49.0,1012.0,4.9,16.2,34.0,41.0,57.9,44.1,0.0,999.9,1,351788
2016-01-11,2016,01,11,1,43.2,30.5,1005.5,8.4,17.5,24.1,31.1,57.9,35.1,2.17,999.9,1,342651
2016-01-12,2016,01,12,2,33.0,19.1,1015.4,10.0,7.9,14.0,999.9,50.0,19.9,0.0,999.9,0,367390
2016-01-13,2016,01,13,3,32.9,18.2,1005.8,9.6,18.0,32.1,42.0,43.0,19.9,0.13,999.9,0,395090
2016-01-14,2016,01,14,4,28.9,14.7,1013.1,8.1,11.4,20.0,27.0,37.9,27.0,0.01,999.9,0,396473
2016-01-15,2016,01,15,5,36.5,25.6,1014.8,10.0,7.2,13.0,999.9,45.0,24.1,0.0,999.9,0,401289
2016-01-16,2016,01,16,6,45.7,42.5,999.0,7.3,15.7,32.1,42.0,51.1,39.9,1.3,999.9,0,411899
2016-01-17,2016,01,17,7,40.2,32.3,1007.3,9.2,7.7,12.0,18.1,51.1,36.0,0.77,999.9,0,379156
2016-01-18,2016,01,18,1,34.4,24.9,1002.2,8.8,15.3,27.0,35.0,44.1,26.1,0.45,999.9,0,341481
2016-01-19,2016,01,19,2,25.5,4.8,1007.1,10.0,21.7,27.0,38.1,37.9,21.9,0.02,999.9,0,385187
2016-01-20,2016,01,20,3,29.4,11.2,1014.4,10.0,18.9,27.0,36.9,37.0,21.9,0.0,999.9,0,382105
2016-01-21,2016,01,21,4,30.9,10.8,1015.8,10.0,14.5,20.0,27.0,37.0,25.0,0.0,999.9,0,399654
2016-01-22,2016,01,22,5,28.0,11.8,1020.4,10.0,13.1,22.0,29.9,35.1,21.9,0.0,999.9,0,420162
2016-01-23,2016,01,23,6,34.6,25.4,1014.3,6.1,17.5,32.1,52.1,37.9,21.9,0.0,999.9,1,78133
2016-01-24,2016,01,24,7,34.5,27.9,1005.7,6.3,25.6,36.9,49.0,37.9,33.1,0.37,999.9,0,159766
2016-01-25,2016,01,25,1,33.5,21.2,1021.4,10.0,6.5,8.9,999.9,37.9,30.0,0.02,999.9,0,282087
2016-01-26,2016,01,26,2,42.2,36.4,1021.5,9.1,11.1,17.1,999.9,48.2,28.9,0.0,999.9,0,327655
2016-01-27,2016,01,27,3,43.0,36.7,1014.0,7.5,9.4,15.0,999.9,48.0,36.0,0.0,999.9,0,359180
2016-01-28,2016,01,28,4,35.0,24.4,1016.1,10.0,4.3,8.9,999.9,46.0,23.0,0.09,999.9,0,383326
2016-01-29,2016,01,29,5,41.3,36.8,999.4,10.0,5.9,9.9,999.9,45.0,23.0,0.0,999.9,0,414039
2016-01-30,2016,01,30,6,37.8,27.3,1011.0,10.0,11.6,15.0,22.9,45.0,34.0,0.0,999.9,0,435369
2016-01-31,2016,01,31,7,45.0,39.0,1014.8,8.6,12.5,17.1,24.1,50.0,34.0,0.0,999.9,0,361505
2016-02-01,2016,02,01,1,47.6,43.1,1009.6,6.9,11.8,15.9,22.0,52.0,43.0,0.0,999.9,0,341323
2016-02-02,2016,02,02,2,43.2,32.2,1021.5,10.0,6.5,14.0,999.9,52.0,34.0,0.07,999.9,0,363162
2016-02-03,2016,02,03,3,42.6,37.8,1025.6,9.5,11.9,21.0,999.9,51.1,30.9,0.0,999.9,0,372021
2016-02-04,2016,02,04,4,51.6,49.4,1015.2,3.1,13.0,21.0,28.0,54.0,35.1,0.75,999.9,1,394699
2016-02-05,2016,02,05,5,40.8,38.4,1012.4,3.5,17.9,31.1,44.1,54.0,32.0,1.44,999.9,1,409453
2016-02-06,2016,02,06,6,32.3,23.3,1026.1,9.9,12.1,28.0,35.0,45.0,28.0,1.05,999.9,0,428485
2016-02-07,2016,02,07,7,38.7,30.1,1022.3,10.0,6.7,12.0,999.9,44.1,28.0,0.0,999.9,0,373201
2016-02-08,2016,02,08,1,36.4,31.4,1009.0,3.8,25.8,38.1,49.9,44.1,32.0,0.15,999.9,1,343066
2016-02-09,2016,02,09,2,33.1,27.8,1003.6,8.1,11.5,21.0,28.0,42.1,30.9,0.06,999.9,0,367992
2016-02-10,2016,02,10,3,33.5,28.0,1002.2,9.1,4.2,8.9,999.9,37.9,28.0,0.0,999.9,0,393400
2016-02-11,2016,02,11,4,31.5,21.3,1005.7,9.5,11.2,21.0,31.1,37.9,23.0,0.01,999.9,0,431206
2016-02-12,2016,02,12,5,19.3,4.2,1019.2,10.0,14.0,24.1,35.9,36.0,15.1,0.0,999.9,0,434350
2016-02-13,2016,02,13,6,23.5,11.8,1011.5,7.4,12.2,24.1,29.9,27.0,12.9,0.0,999.9,0,448611
2016-02-14,2016,02,14,7,5.8,-6.7,1024.1,8.5,16.3,22.9,36.9,27.0,-2.0,0.0,999.9,0,402448
2016-02-15,2016,02,15,1,18.6,7.0,1034.4,9.3,6.0,18.1,999.9,35.6,8.1,0.0,999.9,0,350399
2016-02-16,2016,02,16,2,44.5,41.7,1018.9,4.8,18.5,26.0,38.1,50.0,36.0,0.02,999.9,1,363836
2016-02-17,2016,02,17,3,41.5,35.8,1011.9,6.2,12.0,17.1,22.0,50.0,35.1,1.02,999.9,1,386982
2016-02-18,2016,02,18,4,36.0,23.1,1023.3,10.0,12.5,18.1,25.1,44.1,32.0,0.0,999.9,0,410641
2016-02-19,2016,02,19,5,34.7,21.7,1031.3,10.0,10.7,18.1,24.1,39.9,32.0,0.0,999.9,0,420796
2016-02-20,2016,02,20,6,42.8,36.4,1018.4,8.8,12.5,15.9,21.0,48.9,32.0,0.03,999.9,0,424783
2016-02-21,2016,02,21,7,46.8,38.5,1010.7,8.4,11.2,14.0,999.9,54.0,39.0,0.0,999.9,0,372128
2016-02-22,2016,02,22,1,41.8,31.7,1017.1,10.0,9.2,15.9,22.9,54.0,32.0,0.07,999.9,0,346756
2016-02-23,2016,02,23,2,36.5,26.3,1028.2,10.0,9.9,15.9,22.9,45.0,28.9,0.04,999.9,0,395790
2016-02-24,2016,02,24,3,46.9,43.7,1020.0,6.0,12.7,17.1,22.9,53.6,41.0,0.03,999.9,0,400055
2016-02-25,2016,02,25,4,51.0,47.1,995.4,4.2,20.9,29.9,38.1,57.2,45.0,0.18,999.9,1,413644
2016-02-26,2016,02,26,5,40.2,23.9,1001.8,9.5,20.8,29.9,36.9,57.0,35.1,0.04,999.9,0,437798
2016-02-27,2016,02,27,6,30.7,11.4,1016.4,10.0,11.6,21.0,27.0,42.1,25.0,0.0,999.9,0,440935
2016-02-28,2016,02,28,7,42.8,31.7,1013.4,10.0,16.6,21.0,27.0,48.9,25.0,0.0,999.9,0,366255
2016-02-29,2016,02,29,1,47.8,40.9,1006.4,7.2,17.0,21.0,27.0,54.0,39.9,0.0,999.9,0,347834
2016-03-01,2016,03,01,2,43.2,29.0,1016.6,9.3,12.1,17.1,22.9,54.0,39.0,0.0,999.9,0,372868
2016-03-02,2016,03,02,3,45.7,38.8,1008.2,6.8,18.2,25.1,31.1,52.0,37.0,0.15,999.9,0,407187
2016-03-03,2016,03,03,4,29.9,11.8,1019.2,10.0,12.2,19.0,28.9,36.0,25.0,0.14,999.9,0,428124
2016-03-04,2016,03,04,5,33.9,26.2,1021.7,6.9,8.5,24.1,33.0,39.0,25.0,0.0,999.9,0,434165
2016-03-05,2016,03,05,6,34.8,22.6,1017.4,9.1,20.8,32.1,42.0,39.0,30.0,0.37,999.9,0,451262
2016-03-06,2016,03,06,7,33.2,18.7,1024.3,10.0,3.1,8.0,999.9,41.0,23.0,0.0,999.9,0,385103
2016-03-07,2016,03,07,1,36.8,26.1,1023.5,9.9,9.0,18.1,999.9,46.0,23.0,0.0,999.9,0,348700
2016-03-08,2016,03,08,2,44.4,36.5,1019.8,8.8,8.5,13.0,999.9,51.1,26.1,0.0,999.9,0,372923
2016-03-09,2016,03,09,3,46.4,41.8,1020.9,8.0,9.4,14.0,999.9,55.0,37.9,0.0,999.9,0,384571
2016-03-10,2016,03,10,4,49.6,43.8,1014.8,7.6,10.9,15.9,999.9,62.1,41.0,0.0,999.9,0,406611
2016-03-11,2016,03,11,5,46.8,42.9,1013.9,7.6,10.1,18.1,22.9,62.1,39.9,0.15,999.9,1,425288
